ID,group,Feature 1,Feature 2,Feature 3
ID036,B,2366.1950509666235,379.6058686288717,4728.756375755671
ID037,B,2468.038347132674,412.80989043400115,4938.535261581592
ID038,B,2595.9185314595047,420.1096737965894,5211.643339978453
ID039,A,2274.675196456456,385.55894278943293,4910.230069463354
ID040,A,2380.5424900350135,382.16247541938316,5257.475104801779
ID041,B,2466.0350250094157,432.66959274049,4918.527979778591
ID042,A,2659.535590664448,413.5995720972893,5907.167694159464
ID043,A,2568.78389634888,394.3786159777987,5746.240086808133
ID044,C,2649.4164375572823,404.73340864847995,-2234.832765487873
ID045,C,1972.639449080584,393.16575894726924,-1589.4675216408443
ID046,B,2384.1467213648234,406.2382179552857,4764.158882148136
ID047,C,2436.677973001974,385.0821798043509,-2051.107861451173
ID048,B,3295.2627129770385,383.42865780899496,6591.618202146351
ID049,C,2175.399161328477,371.40949002853523,-1799.5823323103302
ID050,C,2525.8507894609465,407.9713373683626,-2133.922623302658
ID051,B,2944.2236934252273,390.81697747112344,5901.164430447517
ID052,C,2952.912914659774,405.7260335403179,-2551.6136401215012
ID053,C,2557.196548070903,393.5156934008387,-2178.9788277891776
ID054,A,2804.383443487047,394.82385872706345,6452.898996776663
ID055,A,2744.854706952068,404.44807428661267,6219.310589706448
ID056,B,2069.59570751692,379.4539022678341,4133.987881008486
ID057,C,2871.9260247176676,390.1685179902837,-2483.464935238204
ID058,A,2190.4369348645023,409.06589207488975,4524.1070718769415
ID059,A,2495.696323672085,410.45489367887814,5411.724751709969
ID060,B,2574.6417822051076,390.26700948264136,5152.339558560614
ID061,B,2299.799036192804,395.80002514442606,4595.4290812927065
ID062,C,2485.300613519078,412.76267423304387,-2078.4590650744053
ID063,A,1810.915906534718,412.57499967820036,3367.6173480864077
ID064,A,2515.0372131073846,398.2693982374521,5543.106495973892
ID065,A,2448.6030462022486,398.21195541766156,5340.466525389137
ID066,B,2213.861711908129,403.11159431435993,4439.658633836617
ID067,B,2004.1689717887743,396.104783958337,4006.232998781761
ID068,A,2390.3260794721045,419.12155834748495,5076.524477125629
ID069,A,2626.1792579941566,405.88691368112165,5840.9278967029295
ID070,A,2089.9566362616024,382.5006690367011,4369.313742605929
ID071,A,2142.6490148372454,387.3130111133011,4468.879729131006
ID072,B,2880.418608721802,389.6563106881725,5747.402187936662
ID073,B,3063.9439146280793,388.5725061819849,6132.856951709533
ID074,B,2425.978979462969,418.88149341600695,4863.921165765935
ID075,B,2191.417002593508,419.45202717930067,4368.5374388531645
ID076,B,2477.0847431281354,414.8685336719613,4973.149092774516
ID077,A,2276.2799564049537,391.21730786490275,4870.5219549525145
ID078,B,2025.8826077522335,410.57310593614477,4050.180449542654
ID079,A,2203.9511020382597,388.5163304873421,4665.70157701415
ID080,C,2658.744630106697,394.96163216074666,-2262.480890852262
ID081,A,1613.2331627967458,403.30336452687374,2837.6087485745534
ID082,C,2552.355893123228,402.5742994857969,-2145.858026572421
ID083,A,2811.1072936428664,408.89843879521266,6405.353334649147
ID084,B,2419.8991206005253,389.55851259090844,4849.491234537812
ID085,B,2565.236839070458,387.01626628294963,5137.033951398648
ID086,A,2637.0451232796313,402.0597529104886,5896.1416935524485
ID087,A,3105.492140951051,386.72495250699995,7379.674361842559
ID088,B,2380.9141005488245,388.91341584635654,4779.695948283841
ID089,C,2523.3504635807362,385.1122380176783,-2137.465444568785
ID090,C,2315.2823072413753,393.8298762281093,-1907.451831486308
ID091,A,2059.4760846864183,415.73182551417113,4099.827676649296
ID092,A,2635.504053919362,386.0607165033835,5985.4001264548
ID093,B,3274.1777633883694,383.9334405827609,6550.146546644692
ID094,B,2826.0563869603466,405.4949376281841,5659.019876082556
ID095,B,2879.7255821659596,412.44781666889105,5734.458530477874
ID096,B,2496.520124609471,388.82037484206796,4994.635113788612
ID097,C,2451.5555344513637,418.1952928257076,-2031.6700486575908
ID098,B,2522.5095174460034,433.9176172091875,5015.408459185987
ID099,A,2487.68578021982,413.5862445436993,5414.249351085258
ID100,C,2906.974425352663,432.94718258836787,-2452.4569144243696
ID101,B,1952.3123590977666,392.81569337647693,3900.009634766477
ID102,A,2764.502611390224,397.883194163516,6271.037324611578
ID103,C,2592.4946055197124,395.66121584718866,-2206.2859517479415
ID104,B,2620.800394455607,377.316269635032,5219.7426466760335
ID105,A,2946.616606719198,409.8465212606316,6801.873707249417
ID106,A,2723.9121248837278,379.46225448952805,6276.915635632712
ID107,C,2529.955338447712,368.5200036399307,-2169.939113941317
ID108,C,2489.2142734271847,383.4018638548448,-2100.8302696370374
ID109,C,2562.9622600919565,415.1301060981144,-2150.867804392032
ID110,B,2729.0086581871437,392.6478453723212,5441.005726206434
ID111,A,2227.1768181673688,384.47134511079565,4752.733024932427
ID112,B,2532.39922623444,413.4149865313854,5064.637727268492
ID113,B,2197.6198899837177,424.14234662129434,4406.261360900589
ID114,B,2729.9870226555868,409.04281225872825,5452.021909921889
ID115,B,1998.33472235773,404.32608578831497,4000.0482218321495
ID116,C,2688.415642943029,411.07928285158874,-2294.781977357276
ID117,B,2544.1238442467297,389.87993613340905,5075.2056933925
ID118,A,2303.173777766379,407.78137515221675,4862.738959294571
ID119,C,2413.66539030121,403.85597521563903,-2001.6398273585748
ID120,C,2625.715787928392,379.96436322107894,-2256.5223423101297
ID121,B,1808.5262306647733,365.7049706184087,3598.61881155823
ID122,C,2161.043873425814,402.46921017954264,-1747.0134705967362
ID123,C,2594.5643307817436,390.15313808378636,-2190.1836986898734
ID124,B,2506.95354398537,391.306821336969,5013.958927810899
ID125,B,2816.232356620841,396.42847930031996,5624.753848408233
ID126,A,2518.223225484345,411.93816337100986,5490.974557359841
ID127,B,2728.9569915532916,396.34652650444104,5456.2820133318555
ID128,C,2319.250237481743,392.18118006454864,-1914.7590280244626
ID129,B,2666.83750731969,427.9622556829067,5354.251271411509
ID130,A,2343.5431558354276,389.47546609671826,5085.971134645999
ID131,A,2335.039042556301,371.4840925025738,5159.766179200851
ID132,A,2380.660116598979,389.07108174806336,5212.805365394991
ID133,B,2100.4564400150575,429.45387904196105,4200.871673844945
ID134,A,2642.3176319681593,420.18114886429123,5856.052629275219
ID135,B,2455.5916684290123,418.2911391690101,4904.9584769362245
ID136,C,2703.7255111377654,388.18706067598146,-2308.9604649884827
ID137,A,2465.7907138814558,402.1573069038047,5404.679014457384
ID138,A,1756.6539849041774,380.5111629233897,3349.9271666596774
ID139,A,2384.5121369530834,401.93527846453253,5131.352278970665
ID140,B,2556.0561661426123,413.07599129512437,5113.3649388933745
ID141,C,1931.090476592755,377.92976737939176,-1546.3093776218864
ID142,C,2652.0271881202284,381.52094704182934,-2268.451014096367
ID143,C,2859.176707156117,371.3989026833265,-2476.7042696855765
ID144,A,2427.0565598524895,389.27538650694873,5342.056382123078
ID145,C,2893.8107344287782,401.2490668421782,-2499.8584512617213
ID146,A,2803.8584949622027,403.75360165371575,6391.804643946847
ID147,A,2591.5614634393983,428.06474757256103,5642.03571152301
ID148,B,2688.8500825648503,404.96498622002383,5391.748606465792
ID149,B,3067.007704626502,432.26800661954,6145.132734990005
ID150,B,2790.205027216234,419.332266041972,5574.687110808075
ID151,C,2643.114540480289,405.53547941602505,-2212.843022023227
ID152,B,2069.008103401908,400.2777390067477,4128.056346882654
ID153,B,2171.452762300643,397.86360475283027,4355.340150496567
ID154,C,2642.018222813976,374.80037923661104,-2271.495620748853
ID155,A,2525.9413885165905,393.41499005679776,5612.51712702977
ID156,C,2205.999762862737,393.66173923945274,-1807.057367302799
ID157,C,2408.4629718056867,397.2616455872996,-2003.3519189491972
ID158,C,2080.771011492923,390.76107562271824,-1676.7956170888858
ID159,B,2318.2983264461573,382.9412268773649,4645.61585488393
ID160,A,1917.0765548643628,388.04218873562127,3821.6603123588206
ID161,B,2523.882728031153,393.6597092952746,5051.218176217521
ID162,B,2727.726128618282,366.5506607850901,5466.993725007832
ID163,A,2275.5305165855207,363.3468347169781,4994.314621041971
ID164,A,3131.4172092636722,409.3576836536618,7346.337602516076
ID165,C,2149.4420943375603,388.30768583873277,-1749.1467628336914
ID166,C,2152.348181394275,409.68364694234333,-1749.39962122607
ID167,C,2854.6531032529147,385.34351508163337,-2483.523975217013
ID168,B,2169.1623625188704,398.43415932916474,4352.289102830533
ID169,B,1891.2590599615887,371.1148937553597,3789.9355586005286
ID170,C,2375.5949539948206,408.2548969961383,-1976.3157711897863
ID171,A,2292.5072190108963,403.5505582460195,4832.249308532666
ID172,A,2531.3974213893766,399.84861890169424,5602.116301824988
ID173,C,2607.6459944960925,402.396842143999,-2194.188176388726
ID174,B,3417.7473904260396,412.2235701389805,6830.743122442514
ID175,C,2903.674445730172,403.2874250790103,-2500.4230796004754
ID176,A,2287.0048712521775,395.0952138980855,4895.461554118863
ID177,C,1973.4736248700378,410.83443578049173,-1550.8666875764611
ID178,C,2284.2337991267104,387.9752163514345,-1892.1058532905574
ID179,B,2344.6887266937815,421.28387814564417,4701.697566978919
ID180,A,2371.3968633928685,411.704202605268,5037.917505475674
ID181,B,1979.8966516537148,385.08346588211435,3958.7107361158523
ID182,A,2544.1618438833384,402.7673250185347,5596.846091492673
ID183,B,2421.90388199676,399.8270348941675,4858.960502031162
ID184,C,2231.362067007454,417.8854062861517,-1798.1973299041806
ID185,A,2328.621654025862,403.4801686909272,4952.601287629977
ID186,B,2764.587058019304,390.94605988218063,5512.860615219045
ID187,A,2683.6384356195244,412.47798616475546,5980.596404045074
ID188,B,2474.8204107774036,403.3524021158923,4947.633271679605
ID189,B,2195.8065446865257,392.9999424265759,4387.762755911972
ID190,B,2445.796711602635,425.7806278547082,4883.612068923029
ID191,C,2355.9399143436053,417.37296792947416,-1932.2952258493149
ID192,C,3109.15228723118,401.63989324869925,-2698.4314511770244
ID193,A,2365.016065041597,406.1539715592701,5067.21541852992
ID194,B,2514.151106448592,417.526926208864,5037.001737058023
ID195,A,2270.833581742828,394.7280341374253,4832.9006404571255
ID196,B,2832.5253272724412,403.8458522556009,5652.9068192476325
ID197,B,2269.6586833937417,394.99619850120695,4553.240534422017
ID198,C,2809.6421391906374,381.58188007710476,-2438.010551863524
ID199,B,2589.8064777764716,397.02527033222526,5194.216551824304
ID200,C,2420.6434695952566,411.56473933226255,-2018.9715260457906
ID201,A,2455.0181612631714,381.8037601451052,5445.868780100335
ID202,A,2879.126937908016,389.0796095781205,6684.353886593541
ID203,C,2204.0707895455052,402.0227962054794,-1810.1346057030612
ID204,A,2801.126441641834,394.7104960613995,6451.485124251829
ID205,B,2536.688979946524,409.54321674468395,5070.718295896322
ID206,B,2331.5987810993975,416.300627940524,4658.243124321101
ID207,C,2513.241787505666,419.0020710551825,-2094.11585608381
ID208,B,2608.6724154141593,421.8073963919784,5205.514557311622
ID209,B,2042.6311610717203,413.15372098348087,4081.3892724399666
ID210,A,2732.3678962264485,384.4222055831858,6266.314778519041
ID211,C,2476.637830080884,396.7270337953675,-2085.3869520244666
ID212,B,2374.2637807488377,411.29950848458054,4736.0943400447595
ID213,B,2895.076920052942,401.3011999253319,5785.880531907144
ID214,B,2441.736988468551,387.9712766226739,4883.279733543399
ID215,C,2795.048558432943,404.0809942315924,-2392.767507054602
ID216,A,2315.9819017210784,400.5094202039797,4935.7969816828945
ID217,A,2875.985736431574,405.80094911117163,6592.5195637503
ID218,C,2745.7440352168815,396.974983237218,-2330.5258289407566
ID219,B,3268.0389359961114,400.8025383178474,6526.89850449615
ID220,B,2950.4053342981133,378.097142089831,5892.2965773972
ID221,A,3097.2706734583717,400.54750396190946,7283.672870696357
ID222,B,2664.6334330475543,414.8313102168991,5324.706087640645
ID223,C,2524.149302672616,384.3461572994619,-2157.0400406404246
ID224,B,3150.026434045552,376.3925658150652,6313.7065830132415
ID225,C,2413.5740838600605,397.43182525969706,-2027.0955003951472
ID226,C,2571.349767134808,402.51186474076866,-2170.9381004526035
ID227,B,2574.142834883306,398.3922652058264,5173.299897208666
ID228,C,2358.4791707277777,405.94245423448797,-1955.2213211681365
ID229,C,2422.7940924896366,398.33593365143446,-2032.0175610253455
ID230,A,3091.450830860198,409.562229341818,7235.102675418147
ID231,B,2538.5610298641122,378.94804443458855,5090.226917454952
ID232,A,2288.049791022463,397.82400527769397,4872.752394347193
ID233,A,2562.996512541735,387.8415346533755,5742.23740152705
ID234,C,2710.6145842326537,378.27347919418526,-2353.435229594422
ID235,C,2753.3635361967085,379.78378813827436,-2368.24612429631
ID236,B,2787.3048594643296,386.87346150023507,5576.407556754779
ID237,A,2398.101617801156,414.8815761058434,5112.682557716596
ID238,C,2352.1207441914635,411.73442948022,-1963.364610334242
ID239,A,2188.862168268932,396.05452060181955,4593.418304152032
ID240,B,2513.0055705458476,378.43016677870673,5039.706602679204
ID241,B,2504.1418537533705,413.48920184096954,5000.140379899147
ID242,C,2293.175403666211,393.3575859440495,-1907.066010109151
ID243,B,2240.502187924005,414.0562855614113,4464.986515481991
ID244,A,2297.8130329402366,404.22462726035474,4861.461623632511
ID245,A,2693.780718385433,432.32631257170885,5915.427730870983
ID246,C,2340.0780785938537,431.8576553134915,-1925.1133869119506
ID247,C,2377.0463423420865,395.85437115831286,-1981.3803482804756
ID248,A,2161.1751315625916,433.51917610694284,4322.440764611093
ID249,B,2981.0006768884527,410.0902359271278,5944.229607741225
ID250,A,2446.945009049146,401.3233541169161,5327.667749280331
ID251,B,3058.561205868925,410.20119959091755,6114.301779843993
ID252,C,2104.5862887086287,403.6038369910744,-1714.4130876498748
ID253,A,2906.9378566989253,412.6015021744692,6655.473889370378
ID254,C,2468.8605214397203,394.71158325075,-2083.3510799067994
ID255,C,2918.103252517154,416.38785798136786,-2513.6723177428444
ID256,A,2082.4922441392687,404.8336076698179,4240.34559788071
ID257,B,3019.7234516629696,411.9461657858525,6058.663639569387
ID258,A,2781.566894680995,378.9325976909689,6446.251459342175
ID259,B,2843.2366790208816,416.8608355623018,5674.352974084808
ID260,A,2285.237508796415,422.9641966056709,4735.0878342137075
ID261,B,2509.0305331907703,408.96685550977463,5017.699835094799
ID262,B,2311.6350590782076,394.47301441483495,4608.436908377389
ID263,C,2258.9987675408966,377.5111014088077,-1864.4754168681252
ID264,A,3007.1646627841083,418.80904727761714,6937.449523171183
ID265,B,2943.145531033996,404.4242334185785,5884.776498736281
ID266,C,2471.933351379681,410.4872954052184,-2057.1106043033033
ID267,B,2027.9602421051861,392.91752647802844,4069.1068370437665
ID268,A,1977.6865852124279,398.891953481617,3916.331982115304
ID269,A,2978.9063346940725,412.757770557196,6867.579869646028
ID270,A,2420.125078370098,422.00399558430365,5161.273905913406
ID271,B,2864.1135595332207,393.23907399701335,5721.725075622201
ID272,C,2689.188574800801,413.95036159512375,-2258.417924162442
ID273,A,2676.009799199702,394.1316712407841,6061.161433851062
ID274,C,2200.4232282507282,385.8940062717986,-1799.4147714777716
ID275,B,2413.106637849008,389.5993658802286,4822.94997053855
ID276,B,2311.7165226018637,390.33601876331556,4614.115879763286
ID277,A,2390.2040717254267,392.3305953832785,5177.539438558472
ID278,B,2758.6630790585186,437.2460560025381,5490.591760365282
ID279,A,2322.349203598048,402.242811734139,4956.266849424511
ID280,B,2499.1408281342356,423.91896750117274,5002.925961828183
ID281,C,2587.9804946647664,387.045745657936,-2205.0998643300045
ID282,A,2422.228302931422,397.2186108701176,5288.6081956999515
ID283,A,2570.4130544713253,390.150959935877,5775.418990952908
ID284,A,1858.3059826818926,412.6069191720541,3488.744037244371
ID285,B,2963.3483510764113,386.32842177394184,5942.880881408645
ID286,C,2616.121314408322,388.8152048284999,-2235.83944486202
ID287,A,1875.3660262137018,408.13842355503783,3584.6912523763094
ID288,A,2675.486714190164,363.87838786903745,6224.493638451871
ID289,B,2137.548677265095,380.498581678484,4282.614081308113
ID290,A,1917.1311624136642,419.2489406124567,3652.736779724126
ID291,C,2691.4961531011477,391.5766022671273,-2302.6869115209765
ID292,B,2338.6066146906956,402.86041134229623,4692.056924122994
ID293,A,2587.811850758093,397.9941239645974,5775.997918457732
ID294,A,3195.673376705646,407.83630560008027,7521.643538571928
ID295,C,2356.402387105121,395.27748723547836,-1966.797183267782
ID296,C,2471.6305172250113,392.6810518330925,-2083.27568914855
ID297,A,2634.805443576104,413.6302707261055,5837.832550340057
ID298,C,2521.008611152377,429.61944039511854,-2084.011716916966
ID299,B,2608.5558362458355,412.9540945239381,5205.866174302959
ID300,A,2486.293698791294,397.2068336416467,5455.406699539697
ID301,C,2533.315271589494,411.68349656470645,-2134.4318468253464
ID302,B,2575.0072105455215,425.14578685796823,5170.225859923743
ID303,C,2393.0607084047706,363.53485208354203,-2040.3823082563315
ID304,B,2028.219931467255,393.89378276877653,4046.68709791322
ID305,A,2074.1966405778903,391.8623994542785,4255.55440073572
ID306,C,2303.9590101356316,383.7142177805126,-1899.5811891527137
ID307,C,3102.507069476115,414.758593644871,-2678.69575028641
ID308,C,2642.724879704641,431.0895420496979,-2210.1737852976235
ID309,A,2893.4467893374317,424.6469476168884,6557.733375598991
ID310,B,2863.0632953922795,385.94638560252565,5745.665956729676
ID311,A,2539.1322605665973,397.9476738097943,5629.3531890275635
ID312,C,2536.599012193763,390.9572509721279,-2151.1543072553873
ID313,C,1992.1314498269803,403.0639707709824,-1591.3808550197145
ID314,B,2488.690342070866,399.56934963314825,4965.65381126713
ID315,C,2116.6114395483987,372.7355774124684,-1760.470082258095
ID316,C,2104.4862271141915,378.81921427841235,-1726.4473748851858
ID317,A,2457.901474549831,423.6214508700701,5255.324554912048
ID318,A,2353.432571530679,393.81842718355045,5102.902830860141
ID319,A,2238.3066258929825,400.3287257223144,4726.880095954782
ID320,A,2907.624445829378,398.62460501010565,6719.815930919731
ID321,A,2908.6734972966456,399.3764489586622,6693.673280457963
ID322,B,2514.8710415385453,386.58007206135665,5026.8999733034625
ID323,C,2645.3464823428963,388.6962607683081,-2246.059908043379
ID324,A,2307.3658508493436,413.10603239050613,4860.806388594418
ID325,A,2040.289320297444,386.01226695324044,4177.177008436693
ID326,A,2881.979851825225,396.36528980875886,6656.843515795524
ID327,B,2587.067689491586,393.92959841617056,5186.379451781041
ID328,B,2590.388960171826,408.1854594784012,5165.353088580138
ID329,C,2803.2239214437077,419.3865595492727,-2385.7023806063635
ID330,B,2762.9988817408966,386.7066540818502,5530.328526717869
ID331,A,2544.337893169712,405.3262571542368,5612.544876613156
ID332,A,2494.700566980173,390.2904264296447,5538.730539633048
ID333,B,2642.4705959087833,413.35631945656786,5304.254663675757
ID334,C,2208.817706464044,404.8798875944868,-1807.2207134114444
ID335,C,3136.3821170211013,427.67881328949034,-2704.9655548251294
ID336,A,2709.0982780110044,395.9392567749553,6151.283646942502
ID337,A,2412.245776328396,407.19556321837854,5197.20779900101
ID338,C,2291.098092703636,402.8510974307365,-1881.8878984839243
ID339,A,2640.6974215428218,394.36432111187196,5962.781064645305
ID340,C,3272.4572541366833,410.57853235015517,-2867.4807044743757
ID341,C,3192.8232665867795,404.4245715747403,-2779.4190926790484
ID342,B,2391.3573797090553,397.6618925091524,4790.194763925665
ID343,C,2222.3413414731403,405.3820544164218,-1796.2154236809347
ID344,C,2271.5651612036045,393.8170082349626,-1859.7389060875487
ID345,A,2570.64256289631,384.3205478262013,5784.724211705169
ID346,B,2279.5370585578016,389.0185085961217,4563.878588059139
ID347,C,2448.296686248303,409.132096495669,-2023.8957804411407
ID348,B,2613.401836591156,393.4870204355952,5225.970319285171
ID349,A,2217.730600855878,391.5372673038184,4682.883948039256
ID350,B,2699.203868533787,385.5186719067612,5397.821317062533
ID351,B,2332.0344479256214,410.728539411964,4662.878429890237
ID352,C,2625.464263798208,387.61881793614106,-2243.4256556381883
ID353,B,3109.871585756639,426.3489806636692,6215.28310402013
ID354,C,2436.0665743944965,421.70189762961195,-2031.077773416682
ID355,C,2803.0452649938156,398.3143991082013,-2393.739352140601
ID356,C,1773.9393144196738,368.18920342424457,-1410.3599598950725
ID357,A,2175.4187940103257,375.44684218631636,4633.30332718984
ID358,B,2750.4392775940196,401.17086108866573,5521.396384480117
ID359,B,2251.8814659771133,425.05050987905975,4514.284175876898
ID360,B,2290.4997547749927,405.60224492132465,4598.3617066907855
ID361,B,2595.4653903074536,395.9955143135307,5195.19632482527
ID362,A,2325.912095057597,407.41603519125664,4961.9921623616665
ID363,A,2321.625108593208,391.8880135843699,5017.851258543984
ID364,C,2434.9773668066377,376.5071448149725,-2045.9413751288116
ID365,A,2531.8541999631434,395.3112278206073,5608.2051852566765
ID366,A,2585.737133521264,386.1129851754803,5832.462454824448
ID367,B,2648.1772832374677,411.88128835701,5296.271302271382
ID368,A,2476.1970557132227,389.0950874209747,5482.390428019496
ID369,B,2641.3370209951654,414.7764513123999,5274.363886941518
ID370,B,1987.7754204675286,394.0668566241132,3980.530590774496
ID371,B,2617.90724420852,392.7876525973056,5228.972677760117
ID372,C,1806.4490665945768,385.482320381278,-1418.1981435154744
ID373,C,2375.357217972756,400.4484865957558,-1967.101612914745
ID374,A,2371.821647945725,393.96798209094595,5142.305104342398
ID375,A,2356.815157520195,398.777204350492,5081.582724899572
ID376,A,2548.223300779413,398.5249483033848,5678.780500588843
ID377,B,2575.4482706894114,401.54351260278577,5145.739422727162
ID378,B,2611.5266020667214,423.4298686329742,5242.524571298757
ID379,B,2806.3641567330083,414.7802145299923,5605.298128180436
ID380,C,2652.567393595429,396.42296547977435,-2255.405842090678
ID381,A,2042.5516627829224,402.7283346549481,4111.362096536943
ID382,A,2606.4736076261242,397.895084168351,5833.983786871645
ID383,B,2392.8011966933445,385.4173722294899,4772.733903233479
ID384,B,2525.516944407925,404.7229960597117,5031.498166724021
ID385,B,2533.772494319233,403.76870909509984,5057.913611626839
ID386,C,1845.7235259795054,398.64231188381547,-1450.7082338300966
ID387,A,2092.6949849697194,406.99632462378673,4256.881713002469
ID388,B,2401.641080623004,405.0872535138366,4802.4250715031
ID389,A,3295.698017268533,392.89116212533366,7930.835466900122
ID390,A,2782.8461805916604,406.29762057230795,6328.31977708571
ID391,B,2595.293479056015,375.97847206914014,5198.852938177482
ID392,A,1883.3305735837635,402.94222643539655,3625.1037471309814
ID393,C,2289.119018239916,397.44923553671623,-1893.306083753017
ID394,C,2500.7534917221565,391.2793311828544,-2111.595342471138
ID395,B,2119.6819283982786,393.74527168072444,4240.976290513935
ID396,B,2815.628746252797,398.63832239119694,5629.753646721309
ID397,B,2128.0908736215983,407.5872711244015,4268.7575112900595
ID398,A,2513.57860813828,422.97179403184384,5435.526664995842
ID399,C,2879.4339904652497,398.14669918411863,-2494.4784818226453
ID400,A,2532.7248018554196,380.653459184299,5691.290706698626
ID401,C,2151.4024357458684,394.9396359292584,-1762.255661183378
ID402,A,2599.118346529685,374.89022714632296,5923.406936903985
ID403,C,2463.177692953924,415.2302479411659,-2043.3087002461248
ID404,B,2439.140467672567,408.6667257244284,4892.743422316926
ID405,C,2748.2730277748446,391.90463862027883,-2379.454802022191
ID406,A,2330.7976310762006,401.06258675147177,4972.696935601268
ID407,A,2341.802822640636,408.23623339501296,4976.734636782004
ID408,C,2441.0457928909645,413.8709869222051,-2018.2934498953457
ID409,B,2264.8571857504135,411.5856995362228,4542.132868060497
ID410,A,2470.4846071039983,411.5977879202055,5355.707814216932
ID411,A,2483.188109051137,407.4084798987561,5412.67139844947
ID412,C,2778.199993260533,404.0638174222975,-2387.848890011071
ID413,B,2436.9952822525756,397.3882130498217,4875.925873134246
ID414,B,2889.5525847686013,396.1112606184356,5795.888450745467
ID415,C,2678.872005963971,394.05503156333424,-2305.2881973590083
ID416,B,3098.3048049396652,401.645773522026,6190.582091232973
ID417,C,3009.7644436708088,402.02316627957146,-2602.053062503907
ID418,A,2204.3587156052236,393.58503176242976,4659.455969487653
ID419,C,2677.481188358791,399.5824871222261,-2290.269569550896
ID420,B,2659.428684579828,363.96553339682026,5295.215816018287
ID421,A,2336.224432184188,388.0157388474838,5042.608873786956
ID422,B,2150.0790399085763,385.0764346177331,4301.550406021901
ID423,B,2010.7945493223187,389.417471638798,4015.7920143454653
ID424,B,2433.054881773211,417.8374011840275,4877.5165724355775
ID425,C,2590.282372905222,369.6180924394045,-2226.564341701432
ID426,B,2380.7022780925295,400.1302524384941,4748.55351749675
ID427,C,2531.7450725123163,397.690908556669,-2114.6427163177436
ID428,B,2428.816932056818,388.9683927106785,4882.866339142541
ID429,B,2824.7054617547915,364.7959543321897,5649.577527269903
ID430,A,1894.6548776816967,400.26310726115736,3690.8353353859916
ID431,B,2291.932413883914,411.3171705309016,4591.1937598744535
ID432,A,2267.014353368889,423.731705256614,4690.020777415126
ID433,A,1904.621925831321,400.5405826274265,3734.920672779999
ID434,B,2189.319946549595,395.39559570413587,4396.386340973894
ID435,A,2811.8567045315776,390.5232289430767,6469.785077558489
ID436,C,2265.054224977981,385.2717351059609,-1875.9486979432363
ID437,C,2150.1840734020816,385.30790955271715,-1748.8523182737108
ID438,A,2564.386165997458,406.84285474720764,5655.468671986162
ID439,A,2418.9587533468107,392.3994458545949,5297.291477149621
ID440,C,3187.0182820743303,406.7186970859163,-2766.9546755340743
ID441,C,2235.57866140848,407.3867611429477,-1820.8774700843458
ID442,C,2827.2790970139404,379.08548311982133,-2442.242836419127
ID443,C,2173.459002947916,393.6835531567594,-1784.6994876788472
ID444,B,2604.463024233397,369.20772769573796,5208.36709672054
ID445,C,2615.2481573813457,392.0938115155721,-2218.895889734985
ID446,C,2367.117330440812,412.83607225535377,-1960.5404722234427
ID447,A,2396.7548403738806,406.90259852663075,5172.929944062946
ID448,A,2346.289845980108,416.7741459490253,4961.741669530741
